Cfop;Descricao;IsGrupo;Direcao;Escopo;Categoria
3200;DEVOLUÇÕES DE VENDAS DE PRODUÇÃO PRÓPRIA, DE TERCEIROS OU ANULAÇÕES DE VALORES;1;Entrada;Exterior;
3201;Devolução de venda de produção do estabelecimento;0;Entrada;Exterior;Devolucao
3202;Devolução de venda de mercadoria adquirida ou recebida de terceiros;0;Entrada;Exterior;Devolucao
3205;Anulação de valor relativo à prestação de serviço de comunicação;0;Entrada;Exterior;Anulacao
3206;Anulação de valor relativo à prestação de serviço de transporte;0;Entrada;Exterior;Anulacao
3207;Anulação de valor relativo à venda de energia elétrica;0;Entrada;Exterior;Anulacao
3211;Devolução de venda de produção do estabelecimento sob o regime de drawback;0;Entrada;Exterior;Devolucao
3250;COMPRAS DE ENERGIA ELÉTRICA;1;Entrada;Exterior;
3251;Compra de energia elétrica para distribuição ou comercialização;0;Entrada;Exterior;Compra
3300;AQUISIÇÕES DE SERVIÇOS DE COMUNICAÇÃO;1;Entrada;Exterior;
3301;Aquisição de serviço de comunicação para execução de serviço da mesma natureza;0;Entrada;Exterior;Aquisicao
3350;AQUISIÇÕES DE SERVIÇOS DE TRANSPORTE;1;Entrada;Exterior;
3351;Aquisição de serviço de transporte para execução de serviço da mesma natureza;0;Entrada;Exterior;Aquisicao
3352;Aquisição de serviço de transporte por estabelecimento industrial;0;Entrada;Exterior;Aquisicao
3353;Aquisição de serviço de transporte por estabelecimento comercial;0;Entrada;Exterior;Aquisicao
3354;Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação;0;Entrada;Exterior;Aquisicao
3355;Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica;0;Entrada;Exterior;Aquisicao
3356;Aquisição de serviço de transporte por estabelecimento de produtor rural;0;Entrada;Exterior;Aquisicao
3500;ENTRADAS DE MERCADORIAS REMETIDAS COM FIM ESPECÍFICO DE EXPORTAÇÃO E EVENTUAIS DEVOLUÇÕES;1;Entrada;Exterior;
3503;Devolução de mercadoria exportada que tenha sido recebida com fim específico de exportação;0;Entrada;Exterior;Devolucao
3550;OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO OU CONSUMO;1;Entrada;Exterior;
3551;Compra de bem para o ativo imobilizado;0;Entrada;Exterior;Compra
3553;Devolução de venda de bem do ativo imobilizado;0;Entrada;Exterior;Devolucao
3556;Compra de material para uso ou consumo;0;Entrada;Exterior;Compra
3651;Compra de combustível ou lubrificante para industrialização subseqüente;0;Entrada;Exterior;Compra
3652;Compra de combustível ou lubrificante para comercialização;0;Entrada;Exterior;Compra
3653;Compra de combustível ou lubrificante por consumidor ou usuário final;0;Entrada;Exterior;Compra
3900;OUTRAS ENTRADAS DE MERCADORIAS OU AQUISIÇÕES DE SERVIÇOS;1;Entrada;Exterior;
3930;Lançamento efetuado a título de entrada de bem sob amparo de regime especial aduaneiro de admissão temporária;0;Entrada;Exterior;LancamentoContabil
3949;Outra entrada de mercadoria ou prestação de serviço não especificado;0;Entrada;Exterior;EntradaGenerica
5000;SAÍDAS OU PRESTAÇÕES DE SERVIÇOS PARA O ESTADO;1;Saida;MesmoEstado;
5100;VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;1;Saida;MesmoEstado;
5101;Venda de produção do estabelecimento;0;Saida;MesmoEstado;Venda
5102;Venda de mercadoria adquirida ou recebida de terceiros;0;Saida;MesmoEstado;Venda
5103;Venda de produção do estabelecimento, efetuada fora do estabelecimento;0;Saida;MesmoEstado;Venda
5104;Venda de mercadoria adquirida ou recebida de terceiros, efetuada fora do estabelecimento;0;Saida;MesmoEstado;Venda
5105;Venda de produção do estabelecimento que não deva por ele transitar;0;Saida;MesmoEstado;Venda
5106;Venda de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar;0;Saida;MesmoEstado;Venda
5109;Venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio;0;Saida;MesmoEstado;Venda
5110;Venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio;0;Saida;MesmoEstado;Venda
5111;Venda de produção do estabelecimento remetida anteriormente em consignação industrial;0;Saida;MesmoEstado;Venda
5112;Venda de mercadoria adquirida ou recebida de terceiros remetida anteriormente em consignação industrial;0;Saida;MesmoEstado;Venda
5113;Venda de produção do estabelecimento remetida anteriormente em consignação mercantil;0;Saida;MesmoEstado;Venda
5114;Venda de mercadoria adquirida ou recebida de terceiros remetida anteriormente em consignação mercantil;0;Saida;MesmoEstado;Venda
5115;Venda de mercadoria adquirida ou recebida de terceiros, recebida anteriormente em consignação mercantil;0;Saida;MesmoEstado;Venda
5116;Venda de produção do estabelecimento originada de encomenda para entrega futura;0;Saida;MesmoEstado;Venda
5117;Venda de mercadoria adquirida ou recebida de terceiros, originada de encomenda para entrega futura;0;Saida;MesmoEstado;Venda
5118;Venda de produção do estabelecimento entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem;0;Saida;MesmoEstado;Venda
5119;Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem;0;Saida;MesmoEstado;Venda
5120;Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário pelo vendedor remetente, em venda à ordem;0;Saida;MesmoEstado;Venda
5122;Venda de produção do estabelecimento remetida para industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente;0;Saida;MesmoEstado;Venda
5123;Venda de mercadoria adquirida ou recebida de terceiros remetida para industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente;0;Saida;MesmoEstado;Venda
5124;Industrialização efetuada para outra empresa;0;Saida;MesmoEstado;Industrializacao
5125;Industrialização efetuada para outra empresa quando a mercadoria recebida para utilização no processo de industrialização não transitar pelo estabelecimento adquirente da mercadoria;0;Saida;MesmoEstado;Industrializacao
5150;TRANSFERÊNCIAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS;1;Saida;MesmoEstado;
5151;Transferência de produção do estabelecimento;0;Saida;MesmoEstado;Transferencia
5152;Transferência de mercadoria adquirida ou recebida de terceiros;0;Saida;MesmoEstado;Transferencia
5153;Transferência de energia elétrica;0;Saida;MesmoEstado;Transferencia
5155;Transferência de produção do estabelecimento, que não deva por ele transitar;0;Saida;MesmoEstado;Transferencia
5156;Transferência de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar;0;Saida;MesmoEstado;Transferencia
5200;DEVOLUÇÕES DE COMPRAS PARA INDUSTRIALIZAÇÃO, COMERCIALIZAÇÃO OU ANULAÇÕES DE VALORES;1;Saida;MesmoEstado;
5201;Devolução de compra para industrialização ou produção rural;0;Saida;MesmoEstado;Devolucao
5202;Devolução de compra para comercialização;0;Saida;MesmoEstado;Devolucao
5205;Anulação de valor relativo a aquisição de serviço de comunicação;0;Saida;MesmoEstado;Anulacao
5206;Anulação de valor relativo a aquisição de serviço de transporte;0;Saida;MesmoEstado;Anulacao
5207;Anulação de valor relativo à compra de energia elétrica;0;Saida;MesmoEstado;Anulacao
5208;Devolução de mercadoria recebida em transferência para industrialização ou produção rural;0;Saida;MesmoEstado;Devolucao
5209;Devolução de mercadoria recebida em transferência para comercialização;0;Saida;MesmoEstado;Devolucao
5210;Devolução de compra para utilização na prestação de serviço sujeitas ao ICMS ou ISSQN;0;Saida;MesmoEstado;Devolucao
5250;VENDAS DE ENERGIA ELÉTRICA;1;Saida;MesmoEstado;
5251;Venda de energia elétrica para distribuição ou comercialização;0;Saida;MesmoEstado;Venda
5252;Venda de energia elétrica para estabelecimento industrial;0;Saida;MesmoEstado;Venda
5253;Venda de energia elétrica para estabelecimento comercial;0;Saida;MesmoEstado;Venda
5254;Venda de energia elétrica para estabelecimento prestador de serviço de transporte;0;Saida;MesmoEstado;Venda
5255;Venda de energia elétrica para estabelecimento prestador de serviço de comunicação;0;Saida;MesmoEstado;Venda
5256;Venda de energia elétrica para estabelecimento de produtor rural;0;Saida;MesmoEstado;Venda
5257;Venda de energia elétrica para consumo por demanda contratada;0;Saida;MesmoEstado;Venda
5258;Venda de energia elétrica a não contribuinte;0;Saida;MesmoEstado;Venda
5300;PRESTAÇÕES DE SERVIÇOS DE COMUNICAÇÃO;1;Saida;MesmoEstado;
5301;Prestação de serviço de comunicação para execução de serviço da mesma natureza;0;Saida;MesmoEstado;PrestacaoServico
5302;Prestação de serviço de comunicação a estabelecimento industrial;0;Saida;MesmoEstado;PrestacaoServico
5303;Prestação de serviço de comunicação a estabelecimento comercial;0;Saida;MesmoEstado;PrestacaoServico
5304;Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte;0;Saida;MesmoEstado;PrestacaoServico
5305;Prestação de serviço de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica;0;Saida;MesmoEstado;PrestacaoServico
5306;Prestação de serviço de comunicação a estabelecimento de produtor rural;0;Saida;MesmoEstado;PrestacaoServico
5307;Prestação de serviço de comunicação a não contribuinte;0;Saida;MesmoEstado;PrestacaoServico
5350;PRESTAÇÕES DE SERVIÇOS DE TRANSPORTE;1;Saida;MesmoEstado;
5351;Prestação de serviço de transporte para execução de serviço da mesma natureza;0;Saida;MesmoEstado;PrestacaoServico
5352;Prestação de serviço de transporte a estabelecimento industrial;0;Saida;MesmoEstado;PrestacaoServico
5353;Prestação de serviço de transporte a estabelecimento comercial;0;Saida;MesmoEstado;PrestacaoServico
5354;Prestação de serviço de transporte a estabelecimento de prestador de serviço de comunicação;0;Saida;MesmoEstado;PrestacaoServico
5355;Prestação de serviço de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica;0;Saida;MesmoEstado;PrestacaoServico
5356;Prestação de serviço de transporte a estabelecimento de produtor rural;0;Saida;MesmoEstado;PrestacaoServico
5357;Prestação de serviço de transporte a não contribuinte;0;Saida;MesmoEstado;PrestacaoServico
5359;Prestação de serviço de transporte a contribuinte ou a não contribuinte quando a mercadoria transportada está dispensada de emissão de nota fiscal;0;Saida;MesmoEstado;PrestacaoServico
5360;Prestação de serviço de transporte a contribuinte substituto em relação ao serviço de transporte;0;Saida;MesmoEstado;PrestacaoServico
5400;SAÍDAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA;1;Saida;MesmoEstado;
5401;Venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária, na condição de contribuinte substituto;0;Saida;MesmoEstado;Venda
